Dataset,Question,True Answer,Retriever,Generator,K,Predicted Answer
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Dense_2_MPNet,T5_Small,10,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Dense_2_MPNet,T5_Base,0,i m a millionaire
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Dense_2_MPNet,T5_Base,1,Mini Bio
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Dense_2_MPNet,T5_Base,5,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Dense_2_MPNet,T5_Base,10,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Small,0,san francisco
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Small,1,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Small,5,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Small,10,Michael Jackson
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Base,0,i m a millionaire
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Base,1,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Base,5,Moonwalk
TriviaQA,What was the name of Michael Jackson's autobiography written in 1988?,moonwalk,Sparse_BM25,T5_Base,10,David Seville
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Small,0,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Small,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Small,5,1980s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Small,10,1930s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Base,0,1960s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Base,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Base,5,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_1_MiniLM,T5_Base,10,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Small,0,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Small,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Small,5,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Small,10,1930s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Base,0,1960s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Base,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Base,5,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Dense_2_MPNet,T5_Base,10,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Small,0,1950s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Small,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Small,5,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Small,10,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Base,0,1960s
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Base,1,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Base,5,1958
TriviaQA,In which decade did stereo records first go on sale?,1930s,Sparse_BM25,T5_Base,10,1958
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Small,0,1992
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Small,1,d).
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Small,5,1960-1970
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Small,10,1906
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Base,0,1924
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Base,1,1924
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Base,5,1917
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_1_MiniLM,T5_Base,10,1917
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Small,0,1992
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Small,1,1906
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Small,5,1906
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Small,10,"Charles Cros built, the same year that he built the first working phonograph"
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Base,0,1924
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Base,1,1906
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Base,5,1917
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Dense_2_MPNet,T5_Base,10,never built a phonograph
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Small,0,1992
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Small,1,1958
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Small,5,1925
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Small,10,EMI
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Base,0,1924
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Base,1,1958
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Base,5,1924
TriviaQA,In what year's Olympics were electric timing devices and a public-address system used for the first time?,in 1912 in stockholm,Sparse_BM25,T5_Base,10,Love Me Do
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Small,0,sacramento
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Small,1,azure
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Small,5,' '
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Small,10, 
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Base,0,ngomo
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Base,1,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Base,5,' 
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_1_MiniLM,T5_Base,10,' 
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Small,0,sacramento
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Small,1,sacramento
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Small,5,a volcano
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Small,10,azure
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Base,0,ngomo
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Base,1,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Base,5,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Dense_2_MPNet,T5_Base,10,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Small,0,sacramento
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Small,1,O2 Arena
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Small,5,O2 Arena
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Small,10,O2 Arena
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Base,0,ngomo
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Base,1,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Base,5,Mount Kilimanjaro
TriviaQA,Which volcano in Tanzania is the highest mountain in Africa?,kilimanjaro,Sparse_BM25,T5_Base,10,Mount Kilimanjaro
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Small,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Small,1,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Small,5,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Small,10,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Base,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Base,1,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Base,5,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_1_MiniLM,T5_Base,10,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Small,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Small,1,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Small,5,white
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Small,10,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Base,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Base,1,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Base,5,white
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Dense_2_MPNet,T5_Base,10,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Small,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Small,1,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Small,5,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Small,10,black
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Base,0,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Base,1,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Base,5,blue
TriviaQA,The flag of Libya is a plain rectangle of which color?,green,Sparse_BM25,T5_Base,10,blue
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Small,0,nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Small,1,India
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Small,5,India
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Small,10,India
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Base,0,ethiopia
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Base,1,Nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Base,5,Nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_1_MiniLM,T5_Base,10,Nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Small,0,nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Small,1,nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Small,5,India
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Small,10,United States
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Base,0,ethiopia
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Base,1,Cameroon
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Base,5,Nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Dense_2_MPNet,T5_Base,10,Kenya
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Small,0,nigeria
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Small,1,Cuba
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Small,5,Cuba
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Small,10,"May 27, 1984"
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Base,0,ethiopia
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Base,1,Cuba
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Base,5,Cuba
TriviaQA,Of which African country is Niamey the capital?,niger,Sparse_BM25,T5_Base,10,Starlight Express
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Small,0,john s. w. s. w. s. w. s. w. s. w. s. w. s. w. s. w.
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Small,1,john d. wilson
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Small,5,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Small,10,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Base,0,john d. harris
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Base,1,Robert Mueller
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Base,5,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_1_MiniLM,T5_Base,10,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Small,0,john s. w. s. w. s. w. s. w. s. w. s. w. s. w. s. w.
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Small,1,john d. wilson
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Small,5,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Small,10,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Base,0,john d. harris
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Base,1,Robert Mueller
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Base,5,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Dense_2_MPNet,T5_Base,10,Herman Schumin
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Small,0,john s. w. s. w. s. w. s. w. s. w. s. w. s. w. s. w.
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Small,1,Howard Hawks
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Small,5,Howard Hawks
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Small,10,"Jackson to direct the video for the ""Bad"" album's title track"
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Base,0,john d. harris
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Base,1,Howard Hawks
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Base,5,General Orlov
TriviaQA,Who was the director of the CIA from 1976-81?,george bush,Sparse_BM25,T5_Base,10,"The thefts of the real items are accomplished by General Orlov, who steals the items from the Soviet Fine Art Repository and then replaces them with the fakes"
